word,pos,cefr,sense_id,sense_hint,sense_zipf,global_zipf_rank
calculation,noun,C1,calculation.n.02,problem solving that involves numbers or quantities,3.1709,4659
grin,verb,C1,grin.v.01,"to draw back the lips and reveal the teeth, in a smile, grimace, or snarl",3.1709,4660
imagery,noun,C1,imagination.n.02,the ability to form mental images of things or events,3.1709,4661
manifest,verb,C1,attest.v.01,"provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes",3.1709,4662
top,verb,C1,exceed.v.02,be superior or better than some standard,3.1709,4663
adjustment,noun,B2,alteration.n.02,the act of making something different (as e.g. the size of a garment),3.1689,4664
cultivate,verb,C1,cultivate.v.01,foster the growth of,3.168,4665
heritage,noun,C1,heritage.n.01,practices that are handed down from the past by tradition,3.168,4666
supreme,adj,C1,sovereign.s.02,greatest in status or authority or power,3.168,4667
overall,adj,B2,overall.s.01,involving only main features,3.1653,4668
diagram,noun,B1,diagram.n.01,a drawing intended to explain how something works; a drawing showing the relation between the parts,3.165,4669
export,noun,B1,export.n.01,commodities (goods or services) sold to a foreign country,3.165,4670
astonishing,adj,B2,amazing.s.01,surprising greatly,3.165,4671
consecutive,adj,C1,back-to-back.s.01,one after the other,3.165,4672
directory,noun,C1,directory.n.01,an alphabetical list of names and addresses,3.165,4673
facilitate,verb,C1,facilitate.v.01,make easier,3.165,4674
inmate,noun,C1,convict.n.01,a person serving a sentence in a jail or prison,3.165,4675
optimism,noun,C1,optimism.n.01,the optimistic feeling that all is going to turn out well,3.165,4676
lifelong,adj,C1,lifelong.s.01,continuing through life,3.165,4677
simulate,verb,C1,imitate.v.01,reproduce someone's behavior or looks,3.165,4678
unprecedented,adj,C1,unprecedented.a.01,having no precedent; novel,3.165,4679
stage,verb,B2,stage.v.01,"perform (a play), especially on a stage",3.1629,4680
texture,noun,C1,texture.n.01,the feel of a surface or a fabric,3.1629,4681
male,noun,A2,male.n.02,a person who belongs to the sex that cannot have babies,3.1614,4682
pull,noun,B1,pull.n.01,the act of pulling; applying force to move something toward or with you,3.159,4683
govern,verb,B2,regulate.v.02,bring into conformity with rules or principles or usage; impose regulations,3.159,4684
humorous,adj,B2,humorous.a.01,full of or characterized by humor,3.159,4685
controversy,noun,B2,controversy.n.01,a contentious speech act; a dispute where there is strong disagreement,3.159,4686
novelist,noun,B2,novelist.n.01,one who writes novels,3.159,4687
spectator,noun,B2,spectator.n.01,a close observer; someone who looks at something (such as an exhibition of some kind),3.159,4688
variation,noun,B2,variation.n.01,an instance of change; the rate or magnitude of change,3.159,4689
denounce,verb,C1,denounce.v.01,speak out against,3.159,4690
engaging,adj,C1,engaging.s.01,attracting or delighting,3.159,4691
displace,verb,C1,displace.v.01,"cause to move, usually with force or pressure",3.159,4692
explicit,adj,C1,explicit.a.01,precisely and clearly expressed or readily observable; leaving nothing to implication,3.159,4693
immense,adj,C1,huge.s.01,unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge,3.159,4694
instrumental,adj,C1,instrumental.a.01,relating to or designed for or performed on musical instruments,3.159,4695
proceeds,noun,C1,return.n.06,the income or profit arising from such transactions as the sale of land or other property,3.159,4696
reform,verb,C1,reform.v.01,make changes for improvement in order to remove abuse and injustices,3.159,4697
passage,noun,B2,passage.n.03,a way through or along which someone or something may pass,3.1571,4698
stimulate,verb,B2,stimulate.v.01,act as a stimulant,3.157,4699
convert,verb,B2,convert.v.02,"change the nature, purpose, or function of something",3.1566,4700
snap,verb,C1,snap.v.05,close with a snapping motion,3.1552,4701
pause,verb,B2,hesitate.v.02,interrupt temporarily an activity before continuing,3.1551,4702
strip,verb,C1,undress.v.01,get undressed,3.155,4703
reign,verb,C1,reign.v.01,have sovereign power,3.1545,4704
anticipate,verb,B2,anticipate.v.02,act in advance of; deal with ahead of time,3.1538,4705
collapse,noun,B1,collapse.n.01,an abrupt failure of function or complete physical exhaustion,3.1529,4706
interaction,noun,B2,interaction.n.01,a mutual or reciprocal action; interacting,3.1529,4707
accountable,adj,B2,accountable.s.01,liable to account for one's actions,3.1529,4708
racist,noun,B2,racist.n.01,a person with a prejudiced belief that one race is superior to others,3.1529,4709
rental,noun,B2,lease.n.01,property that is leased or rented out or let,3.1529,4710
isolation,noun,C1,isolation.n.01,a state of separation between persons or groups,3.1529,4711
upgrade,noun,C1,ascent.n.01,an upward slope or grade (as in a road),3.1529,4712
cite,verb,B1,mention.v.01,make reference to,3.1524,4713
recruit,noun,B2,recruit.n.02,any new member or supporter (as in the armed forces),3.1509,4714
implication,noun,B2,deduction.n.03,something that is inferred (deduced or entailed or implied),3.1487,4715
strain,noun,C1,tune.n.01,a succession of notes forming a distinctive sequence,3.1472,4716
summary,noun,B1,summary.n.01,a brief statement that presents the main points in a concise form,3.1468,4717
conduct,noun,B1,demeanor.n.01,(behavioral attributes) the way a person behaves toward other people,3.1468,4718
conduct,noun,B1,behavior.n.01,manner of acting or controlling yourself,3.1468,4719
translation,noun,B2,translation.n.01,a written communication in a second language having the same meaning as the written communication in a first language,3.1468,4720
grant,noun,B2,grant.n.03,(law) a transfer of property by deed of conveyance,3.1468,4721
grant,noun,B2,grant.n.01,any monetary aid,3.1468,4722
bias,noun,B2,bias.n.01,a partiality that prevents objective consideration of an issue or situation,3.1468,4723
rival,noun,B2,rival.n.01,the contestant you hope to defeat,3.1468,4724
remedy,noun,C1,redress.n.02,act of correcting an error or a fault or an evil,3.1468,4725
shareholder,noun,C1,stockholder.n.01,someone who holds shares of stock in a corporation,3.1468,4726
external,adj,B2,external.a.01,happening or arising or located outside or beyond some limits or especially surface,3.1463,4727
presently,adv,C1,presently.r.02,at this time or period; now,3.1429,4728
cooperative,adj,C1,concerted.s.01,involving the joint activity of two or more,3.1424,4729
creation,noun,B2,creation.n.02,an artifact that has been brought into existence by someone,3.142,4730
cultural,adj,B1,cultural.s.02,denoting or deriving from or distinctive of the ways of living built up by a group of people; - J.F.Kennedy,3.1418,4731
shout,noun,A2,cry.n.01,a loud utterance; often in protest or opposition,3.1405,4732
disadvantage,noun,B1,disadvantage.n.01,the quality of having an inferior or less favorable position,3.1405,4733
latest,noun,B2,latest.n.01,the most recent news or development,3.1405,4734
applicant,noun,B2,applicant.n.01,a person who requests or seeks something such as assistance or employment or admission,3.1405,4735
compound,noun,B2,compound.n.02,(chemistry) a substance formed by chemical union of two or more elements or ingredients in definite proportion by weight,3.1405,4736
sufficiently,adv,B2,sufficiently.r.01,to a sufficient degree,3.1405,4737
aspire,verb,C1,draw_a_bead_on.v.02,have an ambitious plan or a lofty goal,3.1405,4738
correspondent,noun,C1,correspondent.n.01,someone who communicates by means of letters,3.1405,4739
forthcoming,adj,C1,extroverted.s.02,at ease in talking to others,3.1405,4740
preservation,noun,C1,preservation.n.01,the activity of protecting something from loss or danger,3.1405,4741
reflection,noun,C1,expression.n.02,expression without words,3.1405,4742
wholly,adv,C1,wholly.r.01,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly'),3.1405,4743
stream,noun,B2,stream.n.02,dominant course (suggestive of running water) of successive events or ideas,3.1397,4744
revise,verb,B1,revise.v.01,make revisions in,3.1384,4745
probe,verb,C1,probe.v.01,question or examine thoroughly and closely,3.1378,4746
distribution,noun,B2,distribution.n.01,(statistics) an arrangement of values of a variable showing their observed or theoretical frequency of occurrence,3.1374,4747
administration,noun,B1,administration.n.02,the persons (or committees or departments etc.) who make up a body for the purpose of administering something,3.1351,4748
impact,verb,B1,impact.v.01,press or wedge together; pack together,3.1342,4749
administrative,adj,B2,administrative.a.01,of or relating to or responsible for administration,3.1342,4750
aggression,noun,B2,aggression.n.01,a disposition to behave aggressively,3.1342,4751
consensus,noun,C1,consensus.n.01,agreement in the judgment or opinion reached by a group as a whole,3.1342,4752
behavioral,adj,C1,behavioral.a.01,of or relating to behavior,3.1342,4753
mandate,noun,C1,mandate.n.01,a document giving an official instruction or command,3.1342,4754
predecessor,noun,C1,predecessor.n.01,one who precedes you in time (as in holding a position or office),3.1342,4755
utilize,verb,C1,use.v.01,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,3.1342,4756
outdoor,adj,B1,outdoor.a.01,"located, suited for, or taking place in the open air",3.131,4757
bulk,noun,C1,majority.n.01,the property resulting from being or relating to the greater in number of two parts; the main part,3.131,4758
contradiction,noun,C1,contradiction.n.01,opposition between two conflicting forces or ideas,3.1302,4759
interpret,verb,B2,rede.v.01,give an interpretation or explanation to,3.1284,4760
bid,verb,B2,wish.v.06,invoke upon,3.1283,4761
expert,adj,A2,adept.s.01,having or showing knowledge and skill and aptitude,3.1278,4762
pop,adj,A2,popular.s.04,(of music or art) new and of general appeal (especially among young people),3.1278,4763
grade,verb,B2,rate.v.01,assign a rank or rating to,3.1278,4764
sum,verb,B2,summarize.v.02,be a summary of,3.1278,4765
forum,noun,B2,forum.n.01,a public meeting or assembly for open discussion,3.1278,4766
preference,noun,B2,preference.n.01,a strong liking,3.1278,4767
preference,noun,B2,predilection.n.01,a predisposition in favor of something,3.1278,4768
delegation,noun,C1,deputation.n.01,a group of representatives or delegates,3.1278,4769
documentation,noun,C1,documentation.n.01,confirmation that some fact or statement is true through the use of documentary evidence,3.1278,4770
humanitarian,adj,C1,human-centered.s.01,marked by humanistic values and devotion to human welfare,3.1278,4771
intake,noun,C1,consumption.n.01,the process of taking food into the body through the mouth (as by eating),3.1278,4772
vocal,adj,C1,outspoken.s.01,given to expressing yourself freely or insistently,3.1278,4773
vocal,adj,C1,vocal.a.01,relating to or designed for or using the singing voice,3.1278,4774
evil,noun,B2,evil.n.01,morally objectionable behavior,3.1273,4775
uphold,verb,C1,continue.v.03,keep or maintain in unaltered condition; cause to remain or last,3.1273,4776
encounter,noun,B2,encounter.n.03,a casual meeting with a person or thing,3.1256,4777
confine,verb,C1,limit.v.02,"restrict or confine,",3.1256,4778
project,verb,B2,project.v.01,communicate vividly,3.1234,4779
cycle,noun,A2,cycle.n.02,a series of poems or songs on the same theme,3.1212,4780
cycle,noun,A2,cycle.n.03,a periodically repeated sequence of events,3.1212,4781
integrate,verb,B2,integrate.v.01,make into a whole or make part of a whole,3.1212,4782
elevate,verb,C1,promote.v.02,give a promotion to or assign to a higher position,3.1212,4783
harvest,verb,C1,reap.v.01,"gather, as of natural products",3.1212,4784
liberation,noun,C1,liberation.n.01,the act of liberating someone or something,3.1212,4785
inside,noun,A2,inside.n.02,the inner or enclosed surface of something,3.1179,4786
inside,noun,A2,inside.n.01,the region that is inside of something,3.1179,4787
detail,verb,B2,detail.v.01,provide details for,3.1179,4788
detail,verb,B2,detail.v.02,assign to a specific task,3.1179,4789
allegation,noun,B2,allegation.n.01,(law) a formal accusation against somebody (often in a court of law),3.1179,4790
allegation,noun,B2,allegation.n.02,statements affirming or denying certain matters of fact that you are prepared to prove,3.1179,4791
weave,verb,C1,weave.v.01,interlace by or as if by weaving,3.1179,4792
gap,noun,A2,gap.n.03,a narrow opening,3.1168,4793
barrier,noun,B1,barrier.n.02,any condition that makes it difficult to make progress or to achieve an objective,3.1168,4794
exposure,noun,B2,exposure.n.02,the act of subjecting someone to an influencing experience,3.1166,4795
representation,noun,C1,representation.n.02,a creation that is a visual or tangible rendering of someone or something,3.1162,4796
representation,noun,C1,representation.n.01,a presentation to the mind in the form of an idea or image,3.1162,4797
divert,verb,C1,deviate.v.01,turn aside; turn away from,3.1159,4798
divert,verb,C1,divert.v.02,send on a course or in a direction different from the planned or intended one,3.1159,4799
counter,noun,B2,buffet.n.01,a piece of furniture that stands at the side of a dining room; has shelves and drawers,3.1157,4800
farming,noun,A2,farming.n.01,the practice of cultivating the land or raising stock,3.1146,4801
curriculum,noun,B2,course_of_study.n.01,an integrated course of academic studies,3.1146,4802
inhabitant,noun,B2,inhabitant.n.01,a person who inhabits a particular place,3.1146,4803
navigation,noun,B2,navigation.n.01,the guidance of ships or airplanes from place to place,3.1146,4804
acute,adj,B2,acute.a.01,having or experiencing a rapid onset and short but severe course,3.1146,4805
acute,adj,B2,acute.s.02,extremely sharp or intense,3.1146,4806
citizenship,noun,C1,citizenship.n.01,the status of a citizen with rights and duties,3.1146,4807
incur,verb,C1,incur.v.01,make oneself subject to; bring upon oneself; become liable to,3.1146,4808
stimulus,noun,C1,stimulation.n.02,any stimulating information or event; acts to arouse action,3.1146,4809
ward,noun,C1,ward.n.02,a district into which a city or town is divided for the purpose of administration and elections,3.1146,4810
willingness,noun,C1,willingness.n.01,cheerful compliance,3.1146,4811
mount,verb,B2,mount.v.03,"fix onto a backing, setting, or support",3.1142,4812
overall,adj,B2,overall.s.02,including everything,3.1142,4813
leading,adj,B1,leading.s.01,indicating the most important performer or role,3.1138,4814
concession,noun,C1,concession.n.01,a contract granting the right to operate a subsidiary business,3.1124,4815
interference,noun,C1,hindrance.n.03,the act of hindering or obstructing or impeding,3.1117,4816
deposit,verb,B2,lodge.v.02,"put, fix, force, or implant",3.1098,4817
farm,verb,A2,farm.v.01,be a farmer; work as a farmer,3.1079,4818
deliberate,adj,B2,deliberate.s.01,carefully thought out in advance,3.1079,4819
deliberate,adj,B2,careful.s.03,unhurried and with care and dignity,3.1079,4820
pace,verb,B2,pace.v.02,go at a pace,3.1079,4821
acceptance,noun,C1,credence.n.01,the mental attitude that something is believable and should be accepted as true,3.1079,4822
coup,noun,C1,coup.n.02,a brilliant and notable success,3.1079,4823
coup,noun,C1,coup_d'etat.n.01,a sudden and decisive change of government illegally or by force,3.1079,4824
constitution,noun,C1,fundamental_law.n.01,law determining the fundamental political principles of a government,3.1079,4825
columnist,noun,C1,columnist.n.01,a journalist who writes editorials,3.1079,4826
filter,verb,C1,filter.v.01,remove by passing through a filter,3.1062,4827
ethical,adj,B2,ethical.a.01,of or relating to the philosophical study of ethics,3.1045,4828
perception,noun,B2,perception.n.02,a way of conceiving something,3.1033,4829
round,adj,A2,round.a.01,having a circular shape,3.1027,4830
initiative,noun,B2,first_step.n.01,the first of a series of actions,3.1018,4831
national,noun,B2,national.n.01,a person who owes allegiance to that nation,3.101,4832
collaborate,verb,C1,collaborate.v.01,work together on a common enterprise of project,3.101,4833
deployment,noun,C1,deployment.n.01,the distribution of forces in preparation for battle or work,3.101,4834
incarcerate,verb,C1,imprison.v.01,"lock up or confine, in or as in a jail",3.101,4835
mainstream,noun,C1,mainstream.n.01,the prevailing current of thought,3.101,4836
portray,verb,C1,portray.v.01,portray in words,3.0987,4837
resignation,noun,C1,resignation.n.03,a formal document giving notice of your intention to resign,3.0987,4838
resignation,noun,C1,resignation.n.01,acceptance of despair,3.0987,4839
magnitude,noun,C1,magnitude.n.01,the property of relative size or extent (whether large or small),3.0986,4840
boost,verb,B2,boost.v.02,give a boost to; be beneficial to,3.0981,4841
occurrence,noun,C1,happening.n.01,an event that happens,3.0978,4842
fundamental,adj,B2,fundamental.s.02,being or involving basic facts or principles,3.0956,4843
momentum,noun,C1,momentum.n.01,an impelling force or strength,3.0956,4844
harmful,adj,B2,harmful.a.01,causing or capable of causing harm,3.0941,4845
neutral,adj,B2,inert.s.02,having only a limited ability to react chemically; chemically inactive,3.0941,4846
dual,adj,C1,double.s.02,consisting of or involving two parts or components usually in pairs,3.0941,4847
outing,noun,C1,excursion.n.01,a journey taken for pleasure,3.0941,4848
prospective,adj,C1,prospective.a.01,of or concerned with or related to the future,3.0941,4849
relevance,noun,C1,relevance.n.01,the relation of something to the matter at hand,3.0941,4850
receiver,noun,B2,receiver.n.01,set that receives radio or tv signals,3.0928,4851
minimize,verb,C1,minimize.v.01,make small or insignificant,3.0921,4852
leadership,noun,B2,leadership.n.02,the body of people who lead a group,3.0915,4853
continuous,adj,B1,continuous.a.01,continuing in time or space without interruption; - James Jeans,3.0911,4854
residential,adj,C1,residential.a.01,used or designed for residence or limited to residences,3.0898,4855
dissolve,verb,C1,dissolve.v.02,cause to go into a solution,3.0894,4856
dissolve,verb,C1,dissolve.v.01,become weaker,3.0894,4857
yield,verb,C1,yield.v.01,be the cause or source of,3.0892,4858
frozen,adj,B1,frozen.a.01,turned into ice; affected by freezing or by long and severe cold,3.0884,4859
frozen,adj,B1,frozen.s.02,absolutely still,3.0884,4860
speculate,verb,B2,speculate.v.01,to believe especially on uncertain or tentative grounds,3.0878,4861
indoor,adj,B1,indoor.a.01,"located, suited for, or taking place within a building",3.087,4862
commonly,adv,B1,normally.r.01,under normal conditions,3.087,4863
patient,adj,B2,patient.a.01,enduring trying circumstances with even temper or characterized by such endurance,3.087,4864
entrepreneur,noun,B2,entrepreneur.n.01,someone who organizes a business venture and assumes the risk for it,3.087,4865
historian,noun,B2,historian.n.01,a person who is an authority on history and who studies it and writes about it,3.087,4866
manufacturing,noun,B2,fabrication.n.03,the act of making something (a product) from raw materials,3.087,4867
spokesman,noun,B2,spokesman.n.01,a male spokesperson,3.087,4868
subsequent,adj,B2,subsequent.a.01,following in time or order,3.087,4869
capitalist,adj,C1,capitalist.a.01,of or relating to capitalism or capitalists,3.087,4870
generic,adj,C1,generic.a.01,relating to or common to or descriptive of all members of a genus,3.087,4871
distinct,adj,B2,distinct.a.02,easy to perceive; especially clearly outlined,3.0856,4872
contemplate,verb,C1,contemplate.v.02,consider as a possibility,3.0856,4873
surge,noun,C1,rush.n.02,a sudden forceful flow,3.0852,4874
sequence,noun,B2,sequence.n.02,a following of one thing after another in time,3.0847,4875
invoke,verb,C1,raise.v.07,"summon into action or bring into existence, often as if by magic",3.0841,4876
expand,verb,B1,boom.v.05,grow vigorously,3.0834,4877
original,noun,B1,original.n.02,something that serves as a model or a basis for making copies,3.0827,4878
specialize,verb,B2,specify.v.04,be specific about,3.0819,4879
suffering,noun,B2,suffering.n.02,misery resulting from affliction,3.0804,4880
informal,adj,A2,informal.a.01,not formal,3.0798,4881
drought,noun,B2,drought.n.01,a shortage of rainfall,3.0798,4882
activist,noun,B2,militant.n.01,a militant reformer,3.0798,4883
flawed,adj,C1,blemished.s.02,having a blemish or flaw,3.0798,4884
nationwide,adj,C1,countrywide.s.01,occurring or extending throughout a country or nation,3.0798,4885
liberal,adj,C1,broad.s.08,showing or characterized by broad-mindedness,3.0798,4886
parameter,noun,C1,parameter.n.01,a constant in the equation of a curve that can be varied to yield a family of similar curves,3.0798,4887
reproduction,noun,C1,reproduction.n.01,the process of generating offspring,3.0798,4888
theatrical,adj,C1,theatrical.a.02,suited to or characteristic of the stage or theater,3.0798,4889
theatrical,adj,C1,theatrical.a.01,of or relating to the theater,3.0798,4890
attain,verb,C1,achieve.v.01,to gain with effort,3.0772,4891
interval,noun,B2,time_interval.n.01,a definite length of time marked off by two instants,3.0758,4892
contribution,noun,B1,contribution.n.02,a voluntary gift (as of money or service or ideas) made to some worthwhile cause,3.0757,4893
balance,verb,B1,balance.v.01,bring into balance or equilibrium,3.0755,4894
venture,noun,C1,speculation.n.03,an investment that is very risky but could yield great profits,3.075,4895
trademark,noun,C1,hallmark.n.01,a distinctive characteristic or attribute,3.0744,4896
educational,adj,B1,educational.s.02,providing knowledge,3.074,4897
reassure,verb,C1,reassure.v.01,cause to feel sure; give reassurance to,3.0738,4898
participant,noun,B2,participant.n.01,someone who takes part in an activity,3.0725,4899
contender,noun,C1,rival.n.01,the contestant you hope to defeat,3.0725,4900
empower,verb,C1,empower.v.01,give or delegate power or authority to,3.0725,4901
processor,noun,C1,processor.n.01,a business engaged in processing agricultural products and preparing them for market,3.0725,4902
association,noun,B1,association.n.02,the act of consorting with or joining with others,3.0721,4903
runner,noun,A2,base_runner.n.01,a baseball player on the team at bat who is on base (or attempting to reach a base),3.0713,4904
junior,adj,B2,junior.a.01,younger; lower in rank; shorter in length of tenure or service,3.0711,4905
increase,noun,A2,increase.n.02,a change resulting in an increase,3.0703,4906
decline,verb,B2,worsen.v.01,grow worse,3.0701,4907
tendency,noun,B2,leaning.n.01,an inclination to do something,3.0698,4908
master,verb,B2,overcome.v.02,get on top of; deal with successfully,3.0672,4909
disagreement,noun,B2,disagreement.n.01,a conflict of people's opinions or actions or characters,3.0666,4910
feedback,noun,B2,feedback.n.01,the process in which part of the output of a system is returned to its input in order to regulate its further output,3.0651,4911
feedback,noun,B2,feedback.n.02,response to an inquiry or experiment,3.0651,4912
placement,noun,B2,placement.n.01,the spatial property of the way in which something is placed,3.0651,4913
likelihood,noun,C1,likelihood.n.01,the probability of a specified outcome,3.0651,4914
dominate,verb,B2,dominate.v.02,be in control,3.0644,4915
substitute,verb,C1,substitute.v.01,put in the place of another; switch seemingly equivalent items,3.0634,4916
proclaim,verb,C1,proclaim.v.01,declare formally; declare someone to be something; of titles,3.063,4917
import,noun,B1,import.n.01,commodities (goods or services) bought from a foreign country,3.0613,4918
administrator,noun,B2,administrator.n.01,someone who administers a business,3.0613,4919
successor,noun,C1,successor.n.01,a person who follows next in order,3.0601,4920
harmony,noun,C1,harmony.n.02,the structure of music with respect to the composition and progression of chords,3.0598,4921
discrimination,noun,C1,discrimination.n.01,unfair treatment of a person or group on the basis of prejudice,3.0596,4922
chair,verb,B1,chair.v.01,"act or preside as chair, as of an academic department in a university",3.0576,4923
criterion,noun,B2,standard.n.01,a basis for comparison; a reference point against which other things can be evaluated,3.0576,4924
downward,adj,B2,downward.s.02,on or toward a surface regarded as a base,3.0576,4925
genre,noun,B2,genre.n.01,a kind of literary or artistic work,3.0576,4926
subsequently,adv,B2,subsequently.r.01,happening at a time subsequent to a reference time,3.0576,4927
seeker,noun,B2,seeker.n.01,someone making a search or inquiry,3.0576,4928
compute,verb,C1,calculate.v.01,make a mathematical calculation or computation,3.0576,4929
memoir,noun,C1,memoir.n.01,an account of the author's personal experiences,3.0576,4930
slash,verb,C1,slash.v.03,cut open,3.0576,4931
readily,adv,C1,readily.r.01,without much difficulty,3.0576,4932
timber,noun,C1,lumber.n.01,the wood of trees cut and prepared for use as building material,3.0576,4933
anticipate,verb,B2,anticipate.v.03,realize beforehand,3.0569,4934
chart,verb,B1,chart.v.01,make a chart of,3.055,4935
prey,noun,C1,prey.n.01,a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,3.055,4936
congress,noun,B1,congress.n.01,the legislature of the United States government,3.0548,4937
correction,noun,C1,correction.n.01,the act of offering an improvement to replace a mistake; setting right,3.0537,4938
estimate,noun,B2,estimate.n.02,a judgment of the qualities of something or somebody,3.0532,4939
empty,verb,B1,empty.v.01,make void or empty of contents,3.053,4940
credit,verb,B2,credit.v.01,give someone credit for something,3.053,4941
contrast,noun,B1,contrast.n.01,"the opposition or dissimilarity of things that are compared; ,",3.0521,4942
submit,verb,B2,submit.v.03,yield to the control of another,3.0507,4943
experienced,adj,B1,experienced.a.01,having experience; having knowledge or skill from observation or participation,3.0499,4944
dislike,noun,B1,disfavor.n.02,an inclination to withhold approval from some person or group,3.0499,4945
characteristic,adj,B1,characteristic.a.01,typical or distinctive,3.0499,4946
shelter,verb,B2,shelter.v.01,provide shelter for,3.0499,4947
position,verb,B2,position.v.01,"cause to be in an appropriate place, state, or relation",3.0499,4948
diversity,noun,B2,diverseness.n.01,noticeable heterogeneity,3.0499,4949
installation,noun,B2,installation.n.01,the act of installing something (as equipment),3.0499,4950
accessible,adj,C1,accessible.a.01,capable of being reached,3.0499,4951
decisive,adj,C1,decisive.a.01,determining or having the power to determine an outcome,3.0499,4952
defect,noun,C1,defect.n.01,an imperfection in a bodily system,3.0499,4953
defect,noun,C1,defect.n.02,a failing or deficiency,3.0499,4954
collaboration,noun,C1,collaboration.n.01,act of working jointly,3.0499,4955
exceptional,adj,C1,especial.s.01,surpassing what is common or usual or expected,3.0499,4956
intellectual,noun,C1,intellectual.n.01,a person who uses the mind creatively,3.0499,4957
widen,verb,C1,widen.v.01,become broader or wider or more extensive,3.0499,4958
induce,verb,C1,induce.v.02,cause to do; cause to act in a specified manner,3.0479,4959
colored,adj,B1,colored.a.01,having color or a certain color; sometimes used in combination,3.0476,4960
booking,noun,C1,engagement.n.05,employment for performers or performing groups that lasts for a limited period of time,3.0476,4961
efficiency,noun,C1,efficiency.n.02,skillfulness in avoiding wasted time and effort,3.0476,4962
slice,verb,B1,slit.v.01,make a clean cut through,3.0468,4963
neglect,verb,C1,neglect.v.04,give little or no attention to,3.0468,4964
allowance,noun,B2,allowance.n.02,a sum granted as reimbursement for expenses,3.0452,4965
allowance,noun,B2,allowance.n.03,an amount added or deducted on the basis of qualifying circumstances,3.0452,4966
prevail,verb,C1,predominate.v.01,"be larger in number, quantity, power, status or importance",3.0447,4967
historical,adj,B1,historical.s.02,having once lived or existed or taken place in the real world as distinct from being legendary,3.0439,4968
operational,adj,C1,functional.s.04,fit or ready for use or service,3.0432,4969
absorb,verb,B2,absorb.v.02,take up mentally,3.042,4970
infrastructure,noun,B2,infrastructure.n.01,the basic structure or features of a system or organization,3.042,4971
viewpoint,noun,B2,point_of_view.n.01,a mental position from which things are viewed,3.042,4972
settler,noun,C1,settler.n.01,a person who settles in a new colony or moves into new country,3.042,4973
bankruptcy,noun,C1,bankruptcy.n.01,a state of complete lack of some abstract property,3.042,4974
bankruptcy,noun,C1,bankruptcy.n.02,inability to discharge all your debts as they come due,3.042,4975
continually,adv,C1,continually.r.01,seemingly without interruption,3.042,4976
persist,verb,C1,prevail.v.03,continue to exist,3.042,4977
stereotype,noun,C1,stereotype.n.01,a conventional or formulaic conception or image,3.042,4978
outside,adj,A2,outside.s.05,functioning outside the boundaries or precincts of an organized unit,3.0391,4979
outside,adj,A2,outside.s.03,originating or belonging beyond some bounds:,3.0391,4980
revive,verb,C1,resuscitate.v.01,cause to regain consciousness,3.039,4981
revive,verb,C1,animate.v.04,give new life or energy to,3.039,4982
exhibit,verb,B2,exhibit.v.01,"show an attribute, property, knowledge, or skill",3.0389,4983
accuracy,noun,B2,accuracy.n.01,the quality of being near to the true value,3.0376,4984
conception,noun,C1,concept.n.01,an abstract or general idea inferred or derived from specific instances,3.0372,4985
narrative,noun,B1,narrative.n.01,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program,3.0341,4986
gain,noun,B2,amplification.n.02,the amount of increase in signal power or voltage or current expressed as the ratio of output to input,3.0341,4987
animation,noun,B2,animation.n.01,the condition of living or the state of being alive,3.0341,4988
appropriately,adv,B2,appropriately.r.01,in an appropriate manner,3.0341,4989
classify,verb,B2,classify.v.01,arrange or order by classes or categories,3.0341,4990
format,noun,B2,format.n.01,the organization of information according to preset specifications (usually for computer processing),3.0341,4991
precede,verb,B2,predate.v.01,be earlier in time; go back further,3.0341,4992
canvas,noun,C1,canvas.n.02,an oil painting on canvas fabric,3.0341,4993
municipal,adj,C1,municipal.a.01,relating or belonging to or characteristic of a municipality,3.0341,4994
revival,noun,C1,revival.n.01,bringing again into activity and prominence,3.0341,4995
passage,noun,B2,enactment.n.01,the passing of a law by a legislative body,3.0321,4996
monopoly,noun,C1,monopoly.n.01,(economics) a market in which there are many buyers but only one seller,3.0306,4997
venture,verb,C1,guess.v.02,"put forward, of a guess, in spite of possible refutation",3.03,4998
venture,verb,C1,venture.v.01,proceed somewhere despite the risk of possible dangers,3.03,4999
grip,verb,C1,grip.v.01,hold fast or firmly,3.0285,5000
emission,noun,B2,emission.n.01,the act of emitting; causing to flow forth,3.026,5001
ID,noun,B2,idaho.n.01,a state in the Rocky Mountains,3.026,5002
mosque,noun,B2,mosque.n.01,(Islam) a Muslim place of worship that usually has a minaret,3.026,5003
steadily,adv,B2,steadily.r.01,at a steady rate or pace,3.026,5004
craft,verb,C1,craft.v.01,make by hand and with much skill,3.026,5005
deficit,noun,C1,deficit.n.01,the property of being an amount by which something is less than expected or required,3.026,5006
dismissal,noun,C1,judgment_of_dismissal.n.01,a judgment disposing of the matter without a trial,3.026,5007
evolutionary,adj,C1,evolutionary.a.01,of or relating to or produced by evolution,3.026,5008
judicial,adj,C1,judicial.s.01,decreed by or proceeding from a court of justice,3.026,5009
